"product_id","short_description","full_description","meta_title","meta_keywords","full_image_description","full_text_description"
83,"세일 시 저렴하게 구매할 수 있는 이 제품은 맛있고 품질이 좋습니다. 특히 새지 않고 포크도 있어 야외 도시락용으로 적합하며, 아이들 간식으로도 인기가 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126196203_0_ac9b8206.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126196203_1_91152baf.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126196203_2_8db604e7.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126196203_3_7c4117ee.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126196203_4_cfeb1f04.jpg""]",
84,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071115234_0_53ac33bf.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071115234_1_c60d5fc7.jpg""]",
85,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122094405_0_cc7d1832.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122094405_1_3a10346d.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122094405_2_c482020a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122094405_3_da678729.jpg""]",
86,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070193211_0_d5235153.jpg""]",
87,"맛있고 편리한 제품으로, 깔끔한 포장과 적당한 사이즈가 특징입니다. 과일을 쉽게 즐길 수 있어 자주 구매하는 인기 상품입니다.",,,,"",BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { }
88,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070192955_0_7ee469d7.jpg""]",
89,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/123707861_0_cc7d1832.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/123707861_1_3a10346d.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/123707861_2_c482020a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/123707861_3_da678729.jpg""]",
90,,,,,"",
91,,,,,"",BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { }
92,,,,,"",
109,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071259634_0_0fd1f140.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071259634_1_46ff5b51.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071259634_2_036e2176.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071259634_3_02156d7c.jpg""]",
93,"블루베리의 맛과 품질이 뛰어나며 가성비도 좋습니다. 알이 크고 달콤하며, 요거트와 함께 먹기 좋습니다. 냉동 상태로 편리하게 보관하고 사용할 수 있어 인기가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/120519414_0_89851da2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/120519414_1_3bdf0cc7.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/120519414_2_76618b04.jpg""]",
94,"다양한 베리가 골고루 들어있어 맛있고 영양가 높은 제품입니다. 요거트나 주스에 넣어 먹기 좋으며, 특히 상큼한 맛이 일품입니다. 가격도 합리적이고 포장도 잘 되어 있어 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069818454_0_482049c0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069818454_1_ac3ec5ae.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069818454_2_76618b04.jpg""]",
95,"망고스틱은 맛있고 편리한 간식으로, 아이스크림 대용으로 인기가 높습니다. 당도가 높고 심지가 없어 먹기 편하며, 다양한 활용도로 온가족이 즐깁니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070862088_0_808ea54f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070862088_1_76618b04.jpg""]",
96,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070862036_0_c72e049c.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070862036_1_76618b04.jpg""]",
97,"냉동 망고의 달콤하고 시원한 맛이 인기입니다. 요거트나 스무디에 활용하기 좋고, 아이스크림 대용으로도 훌륭합니다. 특히 가격 대비 품질이 우수하며, 편리한 포장으로 보관이 용이합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069191865_0_482049c0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069191865_1_f1e5cbf6.jpg""]",
98,"냉동 딸기의 다양한 활용도와 맛이 뛰어납니다. 특히 스무디, 라떼, 디저트 만들기에 적합하며, 신선하고 달콤한 맛으로 인기가 높습니다. 가격 대비 품질이 우수하여 자주 구매하는 고객들이 많습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/129125537_0_482049c0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/129125537_1_3bffccd8.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/129125537_2_76618b04.jpg""]",
99,"냉동 아보카도의 편리성과 다양한 활용도가 돋보입니다. 신선도 유지와 보관이 쉽고, 스무디나 샐러드 등에 즉시 사용 가능해 인기가 높습니다. 특히 생과 대비 손쉬운 사용과 맛의 유지가 장점으로 꼽힙니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069191859_0_3e146cbd.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069191859_1_a9d0c959.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069191859_2_76618b04.jpg""]",
100,간편식 3만↑7천쿠폰할인,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069110409_0_ee380965.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069110409_1_a2682d61.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069110409_2_76618b04.jpg""]",
101,"국산 냉동 딸기는 맛있고 품질이 좋습니다. 스무디나 쉐이크로 만들어 먹기 좋으며, 아이들도 잘 먹습니다. 크기가 크고 향이 좋아 다양한 요리에 활용도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/061256026_0_061892ab.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/061256026_1_5c0517ee.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/061256026_2_76618b04.jpg""]",
102,간편식 3만↑7천쿠폰할인,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/061876536_0_ab556aae.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/061876536_1_76618b04.jpg""]",
103,"이룸 애플 망고는 달콤하고 시원한 맛으로 인기가 높습니다. 크기가 적당하고 과육이 크며, 요구르트나 샐러드와 함께 먹기 좋습니다. 또한 가격이 저렴하고 간편해서 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/120853772_0_a498ab87.jpg""]",
104,"냉동 체리는 달콤하고 맛있으며 가성비가 뛰어납니다. 씨가 없어 편리하고, 요거트나 주스에 넣어 먹기 좋습니다. 특히 여름철 아이스크림 대용으로 인기가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/125440815_0_ccac23f4.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/125440815_1_76618b04.jpg""]",
105,"청도 아이스 홍시는 달콤하고 시원한 맛으로 인기가 높습니다. 개별 포장되어 편리하며, 아이스크림 대용으로 건강에 좋습니다. 아이들도 좋아하는 간식이며, 다양한 방법으로 즐길 수 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/125262979_0_ee651212.jpg""]",
106,"냉동 파인애플의 달콤하고 시원한 맛이 인기입니다. 가격 대비 만족도가 높고, 다양한 요리에 활용도가 뛰어납니다. 특히 스무디나 주스로 만들어 먹기 좋으며, 간식으로도 훌륭합니다.",,,,"",&lt;img src='http://gi.esmplus.com/ginsenopia/%ED%8C%8C%EC%9D%B8%EC%95%A0%ED%94%8C%20500g%20%ED%8A%B8%EB%A1%9C%ED%94%BC%EC%B9%BC.jpg' /&gt;
107,"냉동 레몬 슬라이스는 편리하고 다용도로 활용됩니다. 가성비가 좋고 맛있어 재구매율이 높으며, 특히 음료와 요리에 활용도가 높습니다. 보관성이 좋아 냉동실 필수품으로 인기가 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070221064_0_c2fb2862.jpg""]",
108,"달콤하고 부드러운 맛으로 인기가 높은 제품입니다. 특히 과육이 쫀득하고 향긋한 열대 맛이 일품이며, 아이스크림 대용으로도 좋습니다. 다양한 조합으로 즐길 수 있어 건강에도 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/127361444_0_420d82d0.jpg""]",포장지 대체 출고 될 수 있음을 알려드립니다. 풍미가득 부드러운 골드망고 입니다.
151,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070855707_0_1ac72bf0.jpg""]",
613,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/112874773_0_f64278a3.jpg""]",
110,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070721722_0_0331963c.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070721722_1_55a355e6.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070721722_2_e7511b43.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070721722_3_3a08787a.jpg""]",
111,"냉동 통키위는 적당한 단맛을 가지고 있으며, 잘라서 보관하기 편리합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070721704_0_f878ceaa.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070721704_1_869833f2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070721704_2_c717d5a3.jpg""]",
112,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070496394_0_d9c6952a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070496394_1_34908402.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070496394_2_7fa15bb0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070496394_3_a04df109.jpg""]",
113,"고구마 말랭이는 맛있고 쫀득한 간식으로, 특히 건강하고 든든한 대용식으로 인기가 높습니다. 가성비가 좋고 포만감도 있어 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070593884_0_d6c539c7.jpg""]",
114,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071291174_0_24a40193.jpg""]",
115,"국내산 고구마 말랭이는 쫀득하고 달콤한 맛으로 인기가 높습니다. 소포장되어 있어 간식으로 편리하며, 아이들도 좋아합니다. 특히 건강에 좋고 맛있어 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069901430_0_96a8d5c6.jpg""]",
116,저렴한 가격에 가성비가 좋은 제품입니다. 국산 딸기로 만든 동결건조칩은 새콤달콤하고 식감이 뽀송뽀송해 아이들이 특히 좋아합니다. 간식으로 먹기 좋아 자주 재구매하는 제품입니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070310080_0_76813787.jpg""]",
117,카사바스틱은 담백하고 바삭한 맛으로 인기가 높습니다. 특히 김 향이 풍부하고 다이어트에도 좋아 만족도가 높습니다. 용량이 더 크면 좋겠다는 의견도 있습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071105189_0_73c98d6b.jpg""]",
118,"고구마 스틱의 바삭한 식감과 풍부한 맛이 돋보입니다. 대용량으로 제공되어 가성비가 좋고, 특히 고구마 함량이 높아 건강한 간식으로 인기가 많습니다. 또한 지퍼백 포장으로 보관이 편리하며, 적당한 단맛과 고소함으로 중독성 있는 맛을 자랑합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070967811_0_ba00a9cf.jpg""]",
119,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071232441_0_68e0675e.jpg""]",
120,"바삭하고 달콤한 맛으로 가족 모두가 즐겨 먹는 간식입니다. 양이 많아 가성비가 좋으며, 특히 아이들이 매우 좋아합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071131791_0_de1d8e3f.jpg""]",
121,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070463364_0_7f50117d.jpg""]",
122,"맛있고 건강한 동결건조 사과칩으로, 강아지가 매우 좋아하며 안심하고 먹일 수 있습니다. 저렴한 가격에 구매할 수 있어 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070310039_0_d0ed0d77.jpg""]",
123,"바나나칩이 얇고 바삭하며 적당히 달콤해서 인기가 많습니다. 특히 초코 버전보다 더 맛있다는 평가를 받고 있으며, 재구매율도 높습니다. 가격도 저렴해 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070978809_0_f566387f.jpg""]",
124,"바삭하고 달콤한 자색고구마 스틱은 건강한 간식으로 인기가 높습니다. 고소한 맛과 식감이 좋아 자주 찾게 되며, 특히 아이들도 좋아합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070289536_0_3cb5d485.jpg""]",
125,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070119831_0_845cf303.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070119831_1_702e8cf1.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070119831_2_d616806f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070119831_3_ea6f3026.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070119831_4_bba072ca.jpg""]",
126,"말랑쫀득한 건망고는 달콤새콤한 맛과 식감이 뛰어납니다. 양도 많고 가격도 저렴해서 간식으로 인기가 높습니다. 특히 두툼하고 크기가 큰 것이 장점이며, 유통기한도 넉넉합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070546209_0_860626dc.jpg""]",
127,"초코망고의 독특하고 맛있는 조화가 인상적입니다. 개별 포장되어 있어 편리하며, 망고의 쫀득함과 초콜릿의 부드러움이 조화롭습니다. 맛있고 중독성 있는 간식으로 재구매율이 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070812384_0_9ced1383.jpg""]",
128,"달콤하고 맛있는 간식으로 인기가 높습니다. 특히 행사나 일상 간식으로 적합하며, 바나나 칩 애호가들에게 추천됩니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/129096185_0_a042641d.jpg""]",
129,제품이 기대에 미치지 못했습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070249728_0_dc4ae297.jpg""]",
